From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs	Gene Ontology (cellular component)	Gene Ontology (molecular function)
A0A0C4DH32	A0A0C4DH32	reviewed	HV320_HUMAN	Immunoglobulin heavy variable 3-20	IGHV3-20	Homo sapiens (Human)	117	immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0005576; GO:0005886; GO:0016064; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A0A0C4DH33	A0A0C4DH33	reviewed	HV124_HUMAN	Immunoglobulin heavy variable 1-24	IGHV1-24	Homo sapiens (Human)	117	immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0005576; GO:0005886; GO:0016064; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A0A0C4DH34	A0A0C4DH34	reviewed	HV428_HUMAN	Immunoglobulin heavy variable 4-28	IGHV4-28	Homo sapiens (Human)	117	immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0005576; GO:0005886; GO:0016064; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A0A0C4DH35	A0A0C4DH35	reviewed	HV335_HUMAN	Probable non-functional immunoglobulin heavy variable 3-35	IGHV3-35	Homo sapiens (Human)	117	immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0005576; GO:0005886; GO:0016064; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A0A0C4DH36	A0A0C4DH36	reviewed	HV338_HUMAN	Probable non-functional immunoglobulin heavy variable 3-38	IGHV3-38	Homo sapiens (Human)	116	immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0005576; GO:0005886; GO:0016064; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A0A0C4DH38	A0A0C4DH38	reviewed	HV551_HUMAN	Immunoglobulin heavy variable 5-51	IGHV5-51	Homo sapiens (Human)	117	immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0005576; GO:0005886; GO:0016064; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A0A0C4DH43	A0A0C4DH43	reviewed	HV70D_HUMAN	Immunoglobulin heavy variable 2-70D	IGHV2-70D	Homo sapiens (Human)	119	immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0005576; GO:0005886; GO:0016064; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A0A0C4DH67	A0A0C4DH67	reviewed	KV108_HUMAN	Immunoglobulin kappa variable 1-8	IGKV1-8	Homo sapiens (Human)	115	adaptive immune response [GO:0002250]; immune response [GO:0006955]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; adaptive immune response [GO:0002250]; immune response [GO:0006955]	GO:0002250; GO:0005576; GO:0005886; GO:0006955; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	
A0A0C4DH68	A0A0C4DH68	reviewed	KV224_HUMAN	Immunoglobulin kappa variable 2-24	IGKV2-24	Homo sapiens (Human)	120	adaptive immune response [GO:0002250]; immune response [GO:0006955]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; adaptive immune response [GO:0002250]; immune response [GO:0006955]	GO:0002250; GO:0005576; GO:0005886; GO:0006955; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	
A0A075B6R9	A0A075B6R9	reviewed	KVD24_HUMAN	Probable non-functional immunoglobulin kappa variable 2D-24	IGKV2D-24	Homo sapiens (Human)	120	adaptive immune response [GO:0002250]; immune response [GO:0006955]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; adaptive immune response [GO:0002250]; immune response [GO:0006955]	GO:0002250; GO:0005576; GO:0005886; GO:0006955; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	
A0A0C4DH72	A0A0C4DH72	reviewed	KV106_HUMAN	Immunoglobulin kappa variable 1-6	IGKV1-6	Homo sapiens (Human)	117	adaptive immune response [GO:0002250]; immune response [GO:0006955]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; adaptive immune response [GO:0002250]; immune response [GO:0006955]	GO:0002250; GO:0005576; GO:0005886; GO:0006955; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	
A0A0C4DH73	A0A0C4DH73	reviewed	KV112_HUMAN	Immunoglobulin kappa variable 1-12	IGKV1-12	Homo sapiens (Human)	117	adaptive immune response [GO:0002250]; immune response [GO:0006955]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; adaptive immune response [GO:0002250]; immune response [GO:0006955]	GO:0002250; GO:0005576; GO:0005886; GO:0006955; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	
P01611	P01611	reviewed	KVD12_HUMAN	Immunoglobulin kappa variable 1D-12 (Ig kappa chain V-I region Wes)	IGKV1D-12	Homo sapiens (Human)	117	adaptive immune response [GO:0002250]; immune response [GO:0006955]	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; adaptive immune response [GO:0002250]; immune response [GO:0006955]	GO:0002250; GO:0003823; GO:0005576; GO:0005886; GO:0006955; GO:0019814; GO:0070062; GO:0072562	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A0A0G2JMI3	A0A0G2JMI3	reviewed	HV692_HUMAN	Immunoglobulin heavy variable 1-69-2	IGHV1-69-2	Homo sapiens (Human)	117	immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0005576; GO:0005886; GO:0016064; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A0A0J9YVY3	A0A0J9YVY3	reviewed	HV741_HUMAN	Immunoglobulin heavy variable 7-4-1	IGHV7-4-1	Homo sapiens (Human)	117	immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0005576; GO:0005886; GO:0016064; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A0A0J9YX35	A0A0J9YX35	reviewed	HV64D_HUMAN	Immunoglobulin heavy variable 3-64D	IGHV3-64D	Homo sapiens (Human)	117	immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0005576; GO:0005886; GO:0016064; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A0A0J9YXX1	A0A0J9YXX1	reviewed	HV5X1_HUMAN	Immunoglobulin heavy variable 5-10-1	IGHV5-10-1	Homo sapiens (Human)	117	immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0005576; GO:0005886; GO:0016064; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A0A1B0GTC6	A0A1B0GTC6	reviewed	CC085_HUMAN	Uncharacterized protein C3orf85	C3orf85	Homo sapiens (Human)	90					
A0M8Q6	A0M8Q6	reviewed	IGLC7_HUMAN	Immunoglobulin lambda constant 7 (Ig lambda-7 chain C region)	IGLC7	Homo sapiens (Human)	106	adaptive immune response [GO:0002250]; B cell receptor signaling pathway [GO:0050853]; immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgA immunoglobulin complex [GO:0071745]; IgD immunoglobulin complex [GO:0071738]; IgE immunoglobulin complex [GO:0071742]; IgG immunoglobulin complex [GO:0071735]; IgM immunoglobulin complex [GO:0071753]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; adaptive immune response [GO:0002250]; B cell receptor signaling pathway [GO:0050853]; immunoglobulin mediated immune response [GO:0016064]	GO:0002250; GO:0003823; GO:0005576; GO:0005615; GO:0005886; GO:0016064; GO:0050853; GO:0071735; GO:0071738; GO:0071742; GO:0071745; GO:0071753	extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgA immunoglobulin complex [GO:0071745]; IgD immunoglobulin complex [GO:0071738]; IgE immunoglobulin complex [GO:0071742]; IgG immunoglobulin complex [GO:0071735]; IgM immunoglobulin complex [GO:0071753]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]
A1L4H1	A1L4H1	reviewed	SRCRL_HUMAN	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D (Soluble scavenger protein with 5 SRCR domains) (SSc5D)	SSC5D	Homo sapiens (Human)	1573	defense response [GO:0006952]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; detection of bacterial lipoprotein [GO:0042494]; innate immune response [GO:0045087]; negative regulation of interleukin-8 production [GO:0032717]	collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; membrane [GO:0016020]; extracellular matrix binding [GO:0050840]; fibronectin binding [GO:0001968]; laminin binding [GO:0043236]; scavenger receptor activity [GO:0005044]; defense response [GO:0006952]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; detection of bacterial lipoprotein [GO:0042494]; innate immune response [GO:0045087]; negative regulation of interleukin-8 production [GO:0032717]	GO:0001968; GO:0005044; GO:0005615; GO:0005737; GO:0006952; GO:0016020; GO:0031012; GO:0032717; GO:0042494; GO:0043236; GO:0045087; GO:0050829; GO:0050830; GO:0050840; GO:0062023	collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; membrane [GO:0016020]	extracellular matrix binding [GO:0050840]; fibronectin binding [GO:0001968]; laminin binding [GO:0043236]; scavenger receptor activity [GO:0005044]
A2NJV5	A2NJV5	reviewed	KV229_HUMAN	Immunoglobulin kappa variable 2-29	IGKV2-29	Homo sapiens (Human)	120	adaptive immune response [GO:0002250]; immune response [GO:0006955]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; adaptive immune response [GO:0002250]; immune response [GO:0006955]	GO:0002250; GO:0005576; GO:0005886; GO:0006955; GO:0019814	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	
A6NGU5	A6NGU5	reviewed	GGT3_HUMAN	Putative glutathione hydrolase 3 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 3) (Putative gamma-glutamyltranspeptidase 3) (GGT 3) (EC 2.3.2.2) [Cleaved into: Putative glutathione hydrolase 3 heavy chain; Putative glutathione hydrolase 3 light chain]	GGT3P GGT3	Homo sapiens (Human)	568	glutathione biosynthetic process [GO:0006750]; glutathione catabolic process [GO:0006751]; leukotriene D4 biosynthetic process [GO:1901750]; peptide modification [GO:0031179]; proteolysis [GO:0006508]; regulation of immune system process [GO:0002682]; regulation of inflammatory response [GO:0050727]	extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]; glutathione hydrolase activity [GO:0036374]; leukotriene C4 gamma-glutamyl transferase activity [GO:0103068]; glutathione biosynthetic process [GO:0006750]; glutathione catabolic process [GO:0006751]; leukotriene D4 biosynthetic process [GO:1901750]; peptide modification [GO:0031179]; proteolysis [GO:0006508]; regulation of immune system process [GO:0002682]; regulation of inflammatory response [GO:0050727]	GO:0002682; GO:0005886; GO:0006508; GO:0006750; GO:0006751; GO:0031179; GO:0036374; GO:0050727; GO:0070062; GO:0103068; GO:1901750	extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]	glutathione hydrolase activity [GO:0036374]; leukotriene C4 gamma-glutamyl transferase activity [GO:0103068]
P36268	P36268	reviewed	GGT2_HUMAN	Inactive glutathione hydrolase 2 (Gamma-glutamyltransferase 2 pseudogene) (Inactive gamma-glutamyltranspeptidase 2) (GGT 2)	GGT2P GGT2	Homo sapiens (Human)	569	glutathione catabolic process [GO:0006751]; leukotriene D4 biosynthetic process [GO:1901750]; peptide modification [GO:0031179]; regulation of immune system process [GO:0002682]; regulation of inflammatory response [GO:0050727]	endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; glutathione catabolic process [GO:0006751]; leukotriene D4 biosynthetic process [GO:1901750]; peptide modification [GO:0031179]; regulation of immune system process [GO:0002682]; regulation of inflammatory response [GO:0050727]	GO:0002682; GO:0005783; GO:0005886; GO:0006751; GO:0031179; GO:0048471; GO:0050727; GO:0070062; GO:1901750	endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]	
A6NHQ2	A6NHQ2	reviewed	FBLL1_HUMAN	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1 (EC 2.1.1.-) (Protein-glutamine methyltransferase)	FBLL1	Homo sapiens (Human)	334	blastocyst hatching [GO:0001835]; box C/D sno(s)RNA 3'-end processing [GO:0000494]; rRNA methylation [GO:0031167]	box C/D methylation guide snoRNP complex [GO:0031428]; Cajal body [GO:0015030]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]; histone H2AQ104 methyltransferase activity [GO:1990259]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]; blastocyst hatching [GO:0001835]; box C/D sno(s)RNA 3'-end processing [GO:0000494]; rRNA methylation [GO:0031167]	GO:0000494; GO:0001650; GO:0001835; GO:0003723; GO:0005654; GO:0005730; GO:0008649; GO:0015030; GO:0031167; GO:0031428; GO:0032040; GO:1990259	box C/D methylation guide snoRNP complex [GO:0031428]; Cajal body [GO:0015030]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]	histone H2AQ104 methyltransferase activity [GO:1990259]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]
B9A064	B9A064	reviewed	IGLL5_HUMAN	Immunoglobulin lambda-like polypeptide 5 (G lambda-1) (Germline immunoglobulin lambda 1)	IGLL5	Homo sapiens (Human)	214	immunoglobulin mediated immune response [GO:0016064]	extracellular exosome [GO:0070062]; IgG immunoglobulin complex [GO:0071735]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0016064; GO:0070062; GO:0071735	extracellular exosome [GO:0070062]; IgG immunoglobulin complex [GO:0071735]	antigen binding [GO:0003823]
E9PAV3	E9PAV3	reviewed	NACAM_HUMAN	Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form) (skNAC)	NACA	Homo sapiens (Human)	2078	protein targeting to membrane [GO:0006612]	cytoplasm [GO:0005737]; nascent polypeptide-associated complex [GO:0005854]; nucleus [GO:0005634]; DNA binding [GO:0003677]; unfolded protein binding [GO:0051082]; protein targeting to membrane [GO:0006612]	GO:0003677; GO:0005634; GO:0005737; GO:0005854; GO:0006612; GO:0051082	cytoplasm [GO:0005737]; nascent polypeptide-associated complex [GO:0005854]; nucleus [GO:0005634]	DNA binding [GO:0003677]; unfolded protein binding [GO:0051082]
Q13765	Q13765	reviewed	NACA_HUMAN	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (allergen Hom s 2)	NACA HSD48	Homo sapiens (Human)	215	cardiac ventricle development [GO:0003231]; heart trabecula morphogenesis [GO:0061384]; negative regulation of protein localization to endoplasmic reticulum [GO:1905551]; negative regulation of striated muscle cell apoptotic process [GO:0010664]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell proliferation involved in heart morphogenesis [GO:2000138]; positive regulation of skeletal muscle tissue growth [GO:0048633]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein transport [GO:0015031]; regulation of skeletal muscle fiber development [GO:0048742]; skeletal muscle tissue regeneration [GO:0043403]; translation [GO:0006412]; wound healing [GO:0042060]	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; nascent polypeptide-associated complex [GO:0005854]; nucleus [GO:0005634]; DNA binding [GO:0003677]; transcription coactivator activity [GO:0003713]; cardiac ventricle development [GO:0003231]; heart trabecula morphogenesis [GO:0061384]; negative regulation of protein localization to endoplasmic reticulum [GO:1905551]; negative regulation of striated muscle cell apoptotic process [GO:0010664]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell proliferation involved in heart morphogenesis [GO:2000138]; positive regulation of skeletal muscle tissue growth [GO:0048633]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein transport [GO:0015031]; regulation of skeletal muscle fiber development [GO:0048742]; skeletal muscle tissue regeneration [GO:0043403]; translation [GO:0006412]; wound healing [GO:0042060]	GO:0000122; GO:0003231; GO:0003677; GO:0003713; GO:0005634; GO:0005737; GO:0005854; GO:0006412; GO:0010664; GO:0015031; GO:0042060; GO:0043403; GO:0045944; GO:0048633; GO:0048742; GO:0061384; GO:0070062; GO:1905551; GO:2000138	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; nascent polypeptide-associated complex [GO:0005854]; nucleus [GO:0005634]	DNA binding [GO:0003677]; transcription coactivator activity [GO:0003713]
